,rank_ic
2023-01-10,0.006993006993006993
2023-01-11,-0.1328671328671329
2023-01-12,-0.09090909090909093
2023-01-13,-0.16783216783216784
2023-01-17,-0.23076923076923078
2023-01-18,-0.5594405594405596
2023-01-19,-0.6223776223776225
2023-01-20,-0.3426573426573427
2023-01-23,0.06293706293706294
2023-01-24,-0.1328671328671329
2023-01-25,0.02097902097902098
2023-01-26,0.07692307692307693
2023-01-27,-0.1188811188811189
2023-01-30,-0.07692307692307693
2023-01-31,-0.35664335664335667
2023-02-01,-0.3846153846153847
2023-02-02,0.1398601398601399
2023-02-03,-0.06993006993006995
2023-02-06,-0.6573426573426573
2023-02-07,-0.8531468531468532
2023-02-08,-0.0979020979020979
2023-02-09,0.14685314685314685
2023-02-10,0.0979020979020979
2023-02-13,0.4265734265734266
2023-02-14,0.4545454545454546
2023-02-15,0.1958041958041958
2023-02-16,-0.4755244755244756
2023-02-17,-0.41958041958041964
2023-02-21,-0.43356643356643365
2023-02-22,-0.5244755244755246
2023-02-23,-0.027972027972027972
2023-02-24,0.1258741258741259
2023-02-27,0.16083916083916086
2023-02-28,0.1188811188811189
2023-03-01,-0.15384615384615385
2023-03-02,0.09090909090909093
2023-03-03,0.3846153846153847
2023-03-06,0.18881118881118883
2023-03-07,0.1958041958041958
2023-03-08,-0.027972027972027972
2023-03-09,-0.02097902097902098
2023-03-10,-0.3426573426573427
2023-03-13,-0.6293706293706295
2023-03-14,-0.5804195804195805
2023-03-15,-0.41958041958041964
2023-03-16,-0.04195804195804196
2023-03-17,-0.44755244755244755
2023-03-20,-0.1398601398601399
2023-03-21,-0.0979020979020979
2023-03-22,-0.14685314685314685
2023-03-23,-0.034965034965034975
2023-03-24,-0.3356643356643357
2023-03-27,-0.22377622377622378
2023-03-28,-0.2447552447552448
2023-03-29,0.3076923076923077
2023-03-30,0.5664335664335665
2023-03-31,0.3916083916083916
2023-04-03,-0.11188811188811189
2023-04-04,-0.14685314685314685
2023-04-05,-0.055944055944055944
2023-04-06,0.09090909090909093
2023-04-10,0.09090909090909093
2023-04-11,0.09090909090909093
2023-04-12,0.11188811188811189
2023-04-13,-0.08391608391608392
2023-04-14,-0.4265734265734266
2023-04-17,-0.25874125874125875
2023-04-18,-0.18181818181818185
2023-04-19,0.0979020979020979
2023-04-20,-0.22377622377622378
2023-04-21,-0.055944055944055944
2023-04-24,-0.23076923076923078
2023-04-25,0.15384615384615385
2023-04-26,-0.2377622377622378
2023-04-27,-0.14685314685314685
2023-04-28,-0.22377622377622378
2023-05-01,0.20979020979020982
2023-05-02,0.23076923076923078
2023-05-03,-0.31468531468531474
2023-05-04,-0.4755244755244756
2023-05-05,-0.5244755244755246
2023-05-08,-0.17482517482517487
2023-05-09,-0.44055944055944063
2023-05-10,-0.20979020979020982
2023-05-11,-0.2447552447552448
2023-05-12,-0.1398601398601399
2023-05-15,-0.2937062937062937
2023-05-16,0.02097902097902098
2023-05-17,-0.08391608391608392
2023-05-18,-0.6223776223776225
2023-05-19,-0.2937062937062937
2023-05-22,0.0979020979020979
2023-05-23,-0.02097902097902098
2023-05-24,0.034965034965034975
2023-05-25,0.34965034965034975
2023-05-26,-0.2027972027972028
2023-05-30,0.5524475524475525
2023-05-31,0.1958041958041958
2023-06-01,-0.4055944055944056
2023-06-02,0.20979020979020982
2023-06-05,0.2797202797202798
2023-06-06,0.2937062937062937
2023-06-07,0.3356643356643357
2023-06-08,0.5244755244755246
2023-06-09,0.2517482517482518
2023-06-12,0.27272727272727276
2023-06-13,-0.1398601398601399
2023-06-14,0.10489510489510491
2023-06-15,0.16783216783216784
2023-06-16,0.013986013986013986
2023-06-20,0.17482517482517487
2023-06-21,-0.0979020979020979
2023-06-22,-0.2377622377622378
2023-06-23,-0.22377622377622378
2023-06-26,-0.08391608391608392
2023-06-27,-0.06293706293706294
2023-06-28,-0.1188811188811189
2023-06-29,-0.1328671328671329
2023-06-30,-0.22377622377622378
2023-07-03,-0.5314685314685316
2023-07-05,-0.4265734265734266
2023-07-06,-0.39860139860139865
2023-07-07,-0.25874125874125875
2023-07-10,0.09090909090909093
2023-07-11,0.3076923076923077
2023-07-12,0.09090909090909093
2023-07-13,0.16783216783216784
2023-07-14,-0.2027972027972028
2023-07-17,-0.18881118881118883
2023-07-18,-0.32867132867132864
2023-07-19,-0.16083916083916086
2023-07-20,-0.2027972027972028
2023-07-21,-0.3076923076923077
2023-07-24,-0.6783216783216784
2023-07-25,-0.6013986013986015
2023-07-26,-0.34965034965034975
2023-07-27,0.23076923076923078
2023-07-28,0.35664335664335667
2023-07-31,0.3706293706293707
2023-08-01,-0.1328671328671329
2023-08-02,-0.5104895104895105
2023-08-03,0.21678321678321683
2023-08-04,0.09090909090909093
2023-08-07,-0.18881118881118883
2023-08-08,-0.02097902097902098
2023-08-09,0.5734265734265735
2023-08-10,0.6853146853146854
2023-08-11,0.1398601398601399
2023-08-14,0.39860139860139865
2023-08-15,0.055944055944055944
2023-08-16,0.3216783216783217
2023-08-17,0.09090909090909093
2023-08-18,0.17482517482517487
2023-08-21,-0.10489510489510491
2023-08-22,-0.08391608391608392
2023-08-23,-0.4265734265734266
2023-08-24,-0.1958041958041958
2023-08-25,-0.4055944055944056
2023-08-28,-0.34965034965034975
2023-08-29,-0.18181818181818185
2023-08-30,-0.5454545454545455
2023-08-31,-0.4545454545454546
2023-09-01,-0.055944055944055944
2023-09-05,-0.04895104895104895
2023-09-06,-0.15384615384615385
2023-09-07,0.22377622377622378
2023-09-08,0.21678321678321683
2023-09-11,0.3076923076923077
2023-09-12,-0.02097902097902098
2023-09-13,0.08391608391608392
2023-09-14,0.18881118881118883
2023-09-15,0.4055944055944056
2023-09-18,0.2867132867132868
2023-09-19,-0.0979020979020979
2023-09-20,-0.16783216783216784
2023-09-21,-0.31468531468531474
2023-09-22,0.20979020979020982
2023-09-25,0.31468531468531474
2023-09-26,-0.09090909090909093
2023-09-27,0.10489510489510491
2023-09-28,0.09090909090909093
2023-09-29,-0.027972027972027972
2023-10-02,0.2447552447552448
2023-10-03,0.027972027972027972
2023-10-04,0.11188811188811189
2023-10-05,0.3846153846153847
2023-10-06,-0.2867132867132868
2023-10-09,0.027972027972027972
2023-10-10,-0.41958041958041964
2023-10-11,-0.6153846153846154
2023-10-12,-0.17482517482517487
2023-10-13,-0.2027972027972028
2023-10-16,-0.30069930069930073
2023-10-17,0.20979020979020982
2023-10-18,0.11188811188811189
2023-10-19,-0.25874125874125875
2023-10-20,-0.013986013986013986
2023-10-23,-0.16083916083916086
2023-10-24,0.1328671328671329
2023-10-25,-0.034965034965034975
2023-10-26,-0.16083916083916086
2023-10-27,0.1398601398601399
2023-10-30,-0.27272727272727276
2023-10-31,-0.055944055944055944
2023-11-01,0.04895104895104895
2023-11-02,-0.06293706293706294
2023-11-03,-0.5174825174825175
2023-11-06,-0.31468531468531474
2023-11-07,-0.4265734265734266
2023-11-08,-0.3356643356643357
2023-11-09,0.32867132867132864
2023-11-10,-0.2517482517482518
2023-11-13,-0.06293706293706294
2023-11-14,-0.35664335664335667
2023-11-15,-0.34965034965034975
2023-11-16,-0.034965034965034975
2023-11-17,0.14685314685314685
2023-11-20,-0.4265734265734266
2023-11-21,-0.43356643356643365
2023-11-22,-0.4755244755244756
2023-11-24,0.0
2023-11-27,0.5804195804195805
2023-11-28,0.3426573426573427
2023-11-29,0.46153846153846156
2023-11-30,0.31468531468531474
2023-12-01,0.6643356643356644
2023-12-04,-0.11188811188811189
2023-12-05,0.027972027972027972
2023-12-06,0.20979020979020982
2023-12-07,-0.2517482517482518
2023-12-08,-0.4265734265734266
2023-12-11,-0.5454545454545455
2023-12-12,-0.2027972027972028
2023-12-13,0.1188811188811189
2023-12-14,0.07692307692307693
2023-12-15,0.08391608391608392
2023-12-18,0.6013986013986015
2023-12-19,0.20979020979020982
2023-12-20,0.18881118881118883
2023-12-21,-0.32867132867132864
2023-12-22,-0.37762237762237766
2023-12-26,-0.6853146853146854
2023-12-27,0.15384615384615385
2023-12-28,0.16783216783216784
2023-12-29,0.16083916083916086
2024-01-02,-0.16083916083916086
2024-01-03,-0.1188811188811189
2024-01-04,-0.4055944055944056
2024-01-05,-0.32867132867132864
2024-01-08,0.02097902097902098
2024-01-09,-0.5034965034965035
2024-01-10,0.1258741258741259
2024-01-11,-0.07692307692307693
2024-01-12,-0.3076923076923077
2024-01-16,-0.5664335664335665
2024-01-17,-0.2867132867132868
2024-01-18,-0.06293706293706294
2024-01-19,0.2937062937062937
2024-01-22,0.0
2024-01-23,0.06293706293706294
2024-01-24,-0.25874125874125875
2024-01-25,0.07692307692307693
2024-01-26,0.3706293706293707
2024-01-29,0.3706293706293707
2024-01-30,0.49650349650349657
2024-01-31,0.4895104895104896
2024-02-01,0.6083916083916086
2024-02-02,-0.16083916083916086
2024-02-05,-0.11188811188811189
2024-02-06,-0.10489510489510491
2024-02-07,0.23076923076923078
2024-02-08,-0.1328671328671329
2024-02-09,-0.32867132867132864
2024-02-12,-0.4265734265734266
2024-02-13,-0.15384615384615385
2024-02-14,0.10489510489510491
2024-02-15,0.5034965034965035
2024-02-16,0.1398601398601399
2024-02-20,0.16083916083916086
2024-02-21,0.2937062937062937
2024-02-22,-0.09090909090909093
2024-02-23,0.0
2024-02-26,-0.3916083916083916
2024-02-27,0.1328671328671329
2024-02-28,0.1398601398601399
2024-02-29,0.14685314685314685
2024-03-01,-0.0979020979020979
2024-03-04,0.23076923076923078
2024-03-05,-0.10489510489510491
2024-03-06,-0.34965034965034975
2024-03-07,0.1958041958041958
2024-03-08,-0.08391608391608392
2024-03-11,-0.27272727272727276
2024-03-12,-0.5034965034965035
2024-03-13,-0.7902097902097903
2024-03-14,-0.6783216783216784
2024-03-15,-0.15384615384615385
2024-03-18,0.1258741258741259
2024-03-19,0.1958041958041958
2024-03-20,-0.07692307692307693
2024-03-21,0.6573426573426573
2024-03-22,0.3916083916083916
2024-03-25,0.23076923076923078
2024-03-26,-0.20979020979020982
2024-03-27,-0.21678321678321683
2024-03-28,0.34965034965034975
2024-04-01,0.10489510489510491
2024-04-02,-0.5874125874125874
2024-04-03,-0.5034965034965035
2024-04-04,-0.2657342657342658
2024-04-05,-0.6083916083916086
2024-04-08,-0.4545454545454546
2024-04-09,-0.027972027972027972
2024-04-10,-0.2867132867132868
2024-04-11,0.2377622377622378
2024-04-12,-0.08391608391608392
2024-04-15,0.15384615384615385
2024-04-16,0.04895104895104895
2024-04-17,0.44755244755244755
2024-04-18,-0.1328671328671329
2024-04-19,-0.21678321678321683
2024-04-22,0.2027972027972028
2024-04-23,-0.1188811188811189
2024-04-24,-0.39860139860139865
2024-04-25,-0.41958041958041964
2024-04-26,-0.37762237762237766
2024-04-29,-0.44755244755244755
2024-04-30,-0.3706293706293707
2024-05-01,-0.1958041958041958
2024-05-02,-0.2517482517482518
2024-05-03,-0.5384615384615385
2024-05-06,-0.6293706293706295
2024-05-07,-0.3636363636363637
2024-05-08,-0.3846153846153847
2024-05-09,0.2447552447552448
2024-05-10,-0.006993006993006993
2024-05-13,-0.23076923076923078
2024-05-14,0.04895104895104895
2024-05-15,0.02097902097902098
2024-05-16,-0.37762237762237766
2024-05-17,-0.4755244755244756
2024-05-20,-0.1188811188811189
2024-05-21,-0.18181818181818185
2024-05-22,0.2517482517482518
2024-05-23,-0.10489510489510491
2024-05-24,-0.11188811188811189
2024-05-28,-0.2377622377622378
2024-05-29,-0.2377622377622378
2024-05-30,-0.5034965034965035
2024-05-31,0.3706293706293707
2024-06-03,0.034965034965034975
2024-06-04,0.17482517482517487
2024-06-05,0.0979020979020979
2024-06-06,-0.027972027972027972
2024-06-07,0.3356643356643357
2024-06-10,-0.1398601398601399
2024-06-11,-0.10489510489510491
2024-06-12,0.02097902097902098
2024-06-13,0.4685314685314686
2024-06-14,0.6573426573426573
2024-06-17,0.3356643356643357
2024-06-18,0.31468531468531474
2024-06-20,-0.2657342657342658
2024-06-21,0.055944055944055944
2024-06-24,-0.14685314685314685
2024-06-25,0.4125874125874127
2024-06-26,0.3706293706293707
2024-06-27,0.3916083916083916
2024-06-28,-0.027972027972027972
2024-07-01,-0.17482517482517487
2024-07-02,-0.22377622377622378
2024-07-03,-0.08391608391608392
2024-07-05,0.2657342657342658
2024-07-08,0.3076923076923077
2024-07-09,0.07692307692307693
2024-07-10,0.3426573426573427
2024-07-11,-0.2027972027972028
2024-07-12,-0.9300699300699302
2024-07-15,-0.5454545454545455
2024-07-16,-0.5524475524475525
2024-07-17,-0.3636363636363637
2024-07-18,-0.32867132867132864
2024-07-19,-0.27272727272727276
2024-07-22,-0.3076923076923077
2024-07-23,0.07692307692307693
2024-07-24,-0.44055944055944063
2024-07-25,-0.34965034965034975
2024-07-26,-0.43356643356643365
2024-07-29,-0.41958041958041964
2024-07-30,-0.4825174825174825
2024-07-31,-0.5804195804195805
2024-08-01,-0.027972027972027972
2024-08-02,-0.5524475524475525
2024-08-05,-0.3706293706293707
2024-08-06,0.055944055944055944
2024-08-07,0.06293706293706294
2024-08-08,0.6153846153846154
2024-08-09,0.3846153846153847
2024-08-12,0.31468531468531474
2024-08-13,0.34965034965034975
2024-08-14,0.3216783216783217
2024-08-15,-0.16783216783216784
2024-08-16,-0.20979020979020982
2024-08-19,-0.2657342657342658
2024-08-20,-0.4825174825174825
2024-08-21,-0.4055944055944056
2024-08-22,-0.44055944055944063
2024-08-23,-0.3846153846153847
2024-08-26,-0.2797202797202798
2024-08-27,-0.16783216783216784
2024-08-28,-0.1398601398601399
2024-08-29,0.2447552447552448
2024-08-30,0.06293706293706294
2024-09-03,0.06293706293706294
2024-09-04,-0.1328671328671329
2024-09-05,-0.25874125874125875
2024-09-06,-0.35664335664335667
2024-09-09,0.2377622377622378
2024-09-10,0.4755244755244756
2024-09-11,0.2867132867132868
2024-09-12,0.3076923076923077
2024-09-13,0.1258741258741259
2024-09-16,-0.034965034965034975
2024-09-17,0.055944055944055944
2024-09-18,0.23076923076923078
2024-09-19,0.5034965034965035
2024-09-20,0.5874125874125874
2024-09-23,0.5524475524475525
2024-09-24,0.7972027972027973
2024-09-25,0.41958041958041964
2024-09-26,-0.4055944055944056
2024-09-27,-0.7622377622377624
2024-09-30,-0.0979020979020979
2024-10-01,-0.43356643356643365
2024-10-02,-0.16083916083916086
2024-10-03,-0.20979020979020982
2024-10-04,-0.2517482517482518
2024-10-07,-0.1328671328671329
2024-10-08,-0.2027972027972028
2024-10-09,-0.2517482517482518
2024-10-10,0.16783216783216784
2024-10-11,-0.3636363636363637
2024-10-14,-0.5524475524475525
2024-10-15,0.11188811188811189
2024-10-16,-0.2867132867132868
2024-10-17,0.31468531468531474
2024-10-18,0.1258741258741259
2024-10-21,0.3636363636363637
2024-10-22,0.3916083916083916
2024-10-23,0.2657342657342658
2024-10-24,-0.013986013986013986
2024-10-25,-0.35664335664335667
2024-10-28,-0.6153846153846154
2024-10-29,-0.37762237762237766
2024-10-30,-0.3706293706293707
2024-10-31,-0.46153846153846156
2024-11-01,-0.25874125874125875
2024-11-04,-0.22377622377622378
2024-11-05,-0.4545454545454546
2024-11-06,-0.32867132867132864
2024-11-07,-0.17482517482517487
2024-11-08,-0.06293706293706294
2024-11-11,-0.2027972027972028
2024-11-12,-0.15384615384615385
