,alpha_ann
2022-03-11,0.12255916842577087
2022-03-14,0.15290010974205462
2022-03-15,0.15345585002375076
2022-03-16,0.08052847643398645
2022-03-17,0.0014940711528901069
2022-03-18,-0.011916065216030326
2022-03-21,-0.019458464369182128
2022-03-22,-0.00896674679022558
2022-03-23,-0.03507546873465885
2022-03-24,-0.025901933808975007
2022-03-25,-0.0029437537323926954
2022-03-28,0.010188833967941867
2022-03-29,0.03981378328653117
2022-03-30,0.08504982374948379
2022-03-31,0.1061847592260226
2022-04-01,0.0930292835728692
2022-04-04,0.11422535555481138
2022-04-05,0.1276278646880513
2022-04-06,0.09528545128753596
2022-04-07,0.06414807643971272
2022-04-08,0.04378059908341818
2022-04-11,0.02024567592662071
2022-04-12,0.014677369030160533
2022-04-13,0.0022479422393622004
2022-04-14,-0.019864028223224486
2022-04-18,-0.004366007322711296
2022-04-19,-0.010458097563582305
2022-04-20,-0.06169282045227393
2022-04-21,-0.027053608230240018
2022-04-22,0.0021666555047236665
2022-04-25,-0.02454091079577479
2022-04-26,-0.0649130249665155
2022-04-27,-0.10348210660112588
2022-04-28,-0.12476813397220625
2022-04-29,-0.11547336024716459
2022-05-02,-0.11251939528879955
2022-05-03,-0.15690873352343676
2022-05-04,-0.17060408504485858
2022-05-05,-0.21992374299620723
2022-05-06,-0.21199914830058686
2022-05-09,-0.2389256058798127
2022-05-10,-0.1952556935181255
2022-05-11,-0.24174945846673762
2022-05-12,-0.2327129315253808
2022-05-13,-0.16600711009226404
2022-05-16,-0.289557388928483
2022-05-17,-0.28911450149382595
2022-05-18,-0.24891715029041067
2022-05-19,-0.35652405824415045
2022-05-20,-0.34107285444748253
2022-05-23,-0.3577617592563068
2022-05-24,-0.42373042015830037
2022-05-25,-0.3899243516711002
2022-05-26,-0.4101213829672718
2022-05-27,-0.4633573473267344
2022-05-31,-0.4681518203146506
2022-06-01,-0.521218955229647
2022-06-02,-0.5093935113467316
2022-06-03,-0.44200185699641936
2022-06-06,-0.47683380009648785
2022-06-07,-0.4687241197014076
2022-06-08,-0.4636238757652368
2022-06-09,-0.5386977144720392
2022-06-10,-0.5296511896320315
2022-06-13,-0.5153521122126496
2022-06-14,-0.4902422738779567
2022-06-15,-0.4489980502268067
2022-06-16,-0.46277665101041804
2022-06-17,-0.5193492792728452
2022-06-21,-0.49322423573289836
2022-06-22,-0.4614215302437366
2022-06-23,-0.4759244142738122
2022-06-24,-0.4940832237581549
2022-06-27,-0.44651014385271653
2022-06-28,-0.4734695495185256
2022-06-29,-0.5094570770725192
2022-06-30,-0.5049531142998763
2022-07-01,-0.5149516761883601
2022-07-05,-0.5512172098224347
2022-07-06,-0.5615724078315194
2022-07-07,-0.5580119556794183
2022-07-08,-0.5362558641303091
2022-07-11,-0.5378637654676304
2022-07-12,-0.5024379926287633
2022-07-13,-0.4741943210347207
2022-07-14,-0.48845980701543174
2022-07-15,-0.5058294459607634
2022-07-18,-0.5000556050740144
2022-07-19,-0.5185181576988712
2022-07-20,-0.5067158450985788
2022-07-21,-0.4292142542152284
2022-07-22,-0.38971313232633276
2022-07-25,-0.37329498352528395
2022-07-26,-0.3683256725659323
2022-07-27,-0.41753842448824546
2022-07-28,-0.42074632560237013
2022-07-29,-0.469703601891072
2022-08-01,-0.45824127091688205
2022-08-02,-0.42137621463066754
2022-08-03,-0.3973398572691783
2022-08-04,-0.3849692970935604
2022-08-05,-0.4111729070500576
2022-08-08,-0.3907018236660139
2022-08-09,-0.380305370674948
2022-08-10,-0.3738673677542425
2022-08-11,-0.42527109796030255
2022-08-12,-0.39903834128273835
2022-08-15,-0.4606333721126706
2022-08-16,-0.4952034636149749
2022-08-17,-0.4777065640828863
2022-08-18,-0.45013150069534097
2022-08-19,-0.4506654631800825
2022-08-22,-0.4495098852037427
2022-08-23,-0.450105099730745
2022-08-24,-0.4315062046856397
2022-08-25,-0.44111750406005423
2022-08-26,-0.362921912507462
2022-08-29,-0.37535172668195044
2022-08-30,-0.34693687511109567
2022-08-31,-0.36114460881208854
2022-09-01,-0.40094166235119627
2022-09-02,-0.38710162946543336
2022-09-06,-0.384824421842388
2022-09-07,-0.3854053048340688
2022-09-08,-0.34307478781310446
2022-09-09,-0.26450627603390525
2022-09-12,-0.30197135167072514
2022-09-13,-0.3286554571558214
2022-09-14,-0.27488366336678227
2022-09-15,-0.2165101649191519
2022-09-16,-0.1824165939027054
2022-09-19,-0.17448431527972058
2022-09-20,-0.1783814864442931
2022-09-21,-0.16115293246648205
2022-09-22,-0.189698915084257
2022-09-23,-0.18194548332646748
2022-09-26,-0.25914579191709697
2022-09-27,-0.24843855402174847
2022-09-28,-0.25881524118377053
2022-09-29,-0.25163145468899595
2022-09-30,-0.2331925531189625
2022-10-03,-0.252551931857363
2022-10-04,-0.2613402423452825
2022-10-05,-0.263024508757983
2022-10-06,-0.2161928524425192
2022-10-07,-0.20857777898578933
2022-10-10,-0.13893832837935546
2022-10-11,-0.11589277686673274
2022-10-12,-0.06356440997749727
2022-10-13,-0.08823472096555353
2022-10-14,-0.08103639522440759
2022-10-17,-0.0622796154666929
2022-10-18,-0.08197387566705112
2022-10-19,-0.10095217917205745
2022-10-20,-0.12757293837441486
2022-10-21,-0.18669034271019333
2022-10-24,-0.12763893483730598
2022-10-25,-0.0627700423966893
2022-10-26,-0.07418982857036692
2022-10-27,-0.08599528474419112
2022-10-28,-0.13945029737347442
2022-10-31,-0.11263733962406196
2022-11-01,-0.08906213795262384
2022-11-02,-0.06716983587742541
2022-11-03,-0.09211676097935702
2022-11-04,-0.1032349490073115
2022-11-07,-0.05214669295914316
2022-11-08,-0.06360268453371841
2022-11-09,-0.047913437242913394
2022-11-10,-0.03369763492258288
2022-11-11,-0.06604053908034305
2022-11-14,0.009384113435504394
2022-11-15,0.004798488868497167
2022-11-16,-0.05309777503043853
2022-11-17,-0.03296245192386642
2022-11-18,-0.05060524869704538
2022-11-21,-0.06783391345793195
2022-11-22,0.0016855230111601244
2022-11-23,-0.010843927690406856
2022-11-25,0.0029302929187165648
2022-11-28,-0.006028408996945459
2022-11-29,0.00017018942490877457
2022-11-30,-0.004421911592225416
2022-12-01,0.0023371472765079545
2022-12-02,0.0465238275791686
2022-12-05,0.06090879582288014
2022-12-06,0.0961229920702949
2022-12-07,0.10302954777663015
2022-12-08,0.14335020049305178
2022-12-09,0.1466646840630262
2022-12-12,0.1232176763004456
2022-12-13,0.11302362144266669
2022-12-14,0.12640310266284874
2022-12-15,0.12602842639725254
2022-12-16,0.12690766019307032
2022-12-19,0.15141203966729316
2022-12-20,0.13022296753479295
2022-12-21,0.14986797848116357
2022-12-22,0.1785060179248151
2022-12-23,0.11147364623172262
2022-12-27,0.09818711367206111
2022-12-28,0.11232434219990264
2022-12-29,0.12645060473396058
2022-12-30,0.11957107679446438
2023-01-03,0.170921666272615
2023-01-04,0.19249580185864296
2023-01-05,0.1628536423121074
2023-01-06,0.16668584811691556
2023-01-09,0.17658182656395838
2023-01-10,0.18073184062894626
2023-01-11,0.17861149633750362
2023-01-12,0.17631125581291357
2023-01-13,0.20514289952833215
2023-01-17,0.2029179186158349
2023-01-18,0.23145856014571095
2023-01-19,0.22232095493535603
2023-01-20,0.18910779979937337
2023-01-23,0.1644113866157377
2023-01-24,0.11920079037548095
2023-01-25,0.13519311879624396
2023-01-26,0.15587920088658916
2023-01-27,0.17112860114167497
2023-01-30,0.18402255085001185
2023-01-31,0.18415571250831692
2023-02-01,0.11850875779669162
2023-02-02,0.07252078800761111
2023-02-03,0.06924418366869749
2023-02-06,0.05614604906326361
2023-02-07,0.03945327241757218
2023-02-08,0.06322016760788463
2023-02-09,0.11046934579323757
2023-02-10,0.15369665017745066
2023-02-13,0.1145317791041527
2023-02-14,0.14762741132070423
2023-02-15,0.19925828866864534
2023-02-16,0.1378140512483168
2023-02-17,0.09577347872097189
2023-02-21,0.06936454766823688
2023-02-22,0.07337797634845905
2023-02-23,0.08430052155173202
2023-02-24,0.1698990168488386
2023-02-27,0.1600649382898356
2023-02-28,0.14428171755186922
2023-03-01,0.1553507608672509
2023-03-02,0.130083901891577
2023-03-03,0.169580639936351
2023-03-06,0.148272707428375
2023-03-07,0.12118131547918784
2023-03-08,0.14666281483608506
2023-03-09,0.1762052947738851
2023-03-10,0.16011699505982196
2023-03-13,0.1184918561986764
2023-03-14,0.1333845769079848
2023-03-15,0.19850772521093898
2023-03-16,0.1731700182869107
2023-03-17,0.16457125107929257
2023-03-20,0.1946843791411448
2023-03-21,0.18613833324254805
2023-03-22,0.1825481469053581
2023-03-23,0.18470748465242076
2023-03-24,0.207921061027998
2023-03-27,0.17658968994532462
2023-03-28,0.19363566667686363
2023-03-29,0.1678919506737235
2023-03-30,0.14285043181332172
2023-03-31,0.1261218011160378
2023-04-03,0.08512518373408691
2023-04-04,0.1206780503929159
2023-04-05,0.1421025260652306
2023-04-06,0.10819329033382577
2023-04-10,0.07329205152295575
2023-04-11,0.08286769287946741
2023-04-12,-0.04054340585957305
2023-04-13,-0.0420306555733527
2023-04-14,-0.10805859883045005
2023-04-17,-0.09271694289726216
2023-04-18,-0.0906890031967556
2023-04-19,-0.150140271623961
2023-04-20,-0.10597689364519015
2023-04-21,-0.10003364905008906
2023-04-24,-0.07783474742294694
2023-04-25,-0.03334003747855512
2023-04-26,-0.06978620323185447
2023-04-27,-0.09813327633863639
2023-04-28,-0.06623892238815755
2023-05-01,-0.07782767687595958
2023-05-02,-0.0197596598990643
2023-05-03,-0.037942482434037104
2023-05-04,-0.10722126226672152
2023-05-05,-0.10222519987315157
2023-05-08,-0.06204125792617437
2023-05-09,-0.02583063024705603
2023-05-10,-0.04498457490165796
2023-05-11,-0.05861338592737449
2023-05-12,-0.04835659736795839
2023-05-15,-0.08452819080593657
2023-05-16,-0.05838690098066088
2023-05-17,-0.025533629688960693
2023-05-18,-0.012105232095859196
2023-05-19,0.05995885258385398
2023-05-22,0.05144652774024096
2023-05-23,0.06057310660361103
2023-05-24,0.07685266176266034
2023-05-25,0.055159547620919507
2023-05-26,0.16551286018551056
2023-05-30,0.23431382424383274
2023-05-31,0.21018373963622963
2023-06-01,0.14592770482852743
2023-06-02,0.16269833163068143
2023-06-05,0.16443523466476093
2023-06-06,0.15644685502118152
2023-06-07,0.12070461051370807
2023-06-08,0.06383974509795054
2023-06-09,0.05483146141682694
2023-06-12,0.024571360686037033
2023-06-13,0.02837513932115556
2023-06-14,0.012424783307404104
2023-06-15,0.03429208621432031
2023-06-16,0.009985725315135537
2023-06-20,0.01686999722162359
2023-06-21,0.02757976514707775
2023-06-22,0.03530829539274568
2023-06-23,0.0158967861179641
2023-06-26,0.008444788774065745
2023-06-27,-0.026769028689505554
2023-06-28,-0.0007336789869414981
2023-06-29,0.010832599143955651
2023-06-30,0.0039333113196399596
2023-07-03,0.006185037299518677
2023-07-05,0.018671254473845475
2023-07-06,0.052918976427772914
2023-07-07,0.03908421630749114
2023-07-10,0.08740096030042119
2023-07-11,0.04986424206625891
2023-07-12,0.06903533640438343
2023-07-13,0.053428035138035165
2023-07-14,0.05697854095866584
2023-07-17,0.07686019754671514
2023-07-18,0.04560764628943181
2023-07-19,0.07192736656811534
2023-07-20,0.0816648150807464
2023-07-21,0.09361629069972988
2023-07-24,0.03949180319281739
2023-07-25,0.07267634635941267
2023-07-26,0.1391493380963766
2023-07-27,0.11545506207496688
2023-07-28,0.0775741631731678
2023-07-31,0.06826981327698471
2023-08-01,0.0669803185384939
2023-08-02,0.04780701301805392
2023-08-03,0.12765794710608402
2023-08-04,0.1309052780130567
2023-08-07,0.13027778425941433
2023-08-08,0.14543836435031196
2023-08-09,0.15304435361051524
2023-08-10,0.13380418001438177
2023-08-11,0.06224960685026149
2023-08-14,0.03515262174011976
2023-08-15,0.06851872365574527
2023-08-16,0.08826469288723487
2023-08-17,0.06450523682622412
2023-08-18,0.13782889093888936
2023-08-21,0.1520112455454626
2023-08-22,0.1875930342146042
2023-08-23,0.17059388516298116
2023-08-24,0.15432488721086168
2023-08-25,0.14076643824553228
2023-08-28,0.12505321199069627
2023-08-29,0.11682802675691258
2023-08-30,0.1397057002155767
2023-08-31,0.14157236738089735
2023-09-01,0.163016751259009
2023-09-05,0.1336227414593538
2023-09-06,0.11175109156423334
2023-09-07,0.09357512300238606
2023-09-08,0.11843178256038078
2023-09-11,0.10331335497114849
2023-09-12,0.057860042036450524
2023-09-13,0.038417077472057616
2023-09-14,0.01898331105723165
2023-09-15,-0.02208028479050521
2023-09-18,-0.023558869623521935
2023-09-19,-0.012198247651295561
2023-09-20,0.010543108613812528
2023-09-21,0.03794631474725421
2023-09-22,0.026506088299114293
2023-09-25,0.06341824630047252
2023-09-26,0.05350809363181473
2023-09-27,0.06427276083594288
2023-09-28,0.04915166375584054
2023-09-29,0.0697906224713881
2023-10-02,0.07526502232747789
2023-10-03,0.07962883885085456
2023-10-04,0.07926737956692481
2023-10-05,0.021400624537769593
2023-10-06,0.07986000484169939
2023-10-09,0.0627708676667951
2023-10-10,0.07839540635451506
2023-10-11,0.06354633080428428
2023-10-12,0.06589524650074921
2023-10-13,0.08391630079159024
2023-10-16,0.10552847828534878
2023-10-17,0.10774165116812186
2023-10-18,0.07414214180417791
2023-10-19,0.1083051191704231
2023-10-20,0.0825960888296075
2023-10-23,0.0757898727346543
2023-10-24,0.08260566159586558
2023-10-25,0.05409124766422571
2023-10-26,0.0799456605532019
2023-10-27,0.05247838347899256
2023-10-30,0.07286891558420412
2023-10-31,0.09453740803956237
2023-11-01,0.10440437128338297
2023-11-02,0.14446504720568795
2023-11-03,0.09914613138303939
2023-11-06,0.09148075744480945
2023-11-07,0.07123720687275058
2023-11-08,0.061307764603732766
2023-11-09,0.06206359434496596
2023-11-10,0.033114986975090376
2023-11-13,0.04765896093396779
2023-11-14,0.05472652298317893
2023-11-15,-0.021038022682808254
2023-11-16,-0.02380141779403067
2023-11-17,-0.029126046855643635
2023-11-20,-0.04154527073655922
2023-11-21,-0.025752284300485286
2023-11-22,-0.020753257429145935
2023-11-24,-0.047664009454719415
2023-11-27,-0.14084423229351517
2023-11-28,-0.2342773399880608
2023-11-29,-0.219799369816083
2023-11-30,-0.15864349054510613
2023-12-01,-0.18447148900291796
2023-12-04,-0.13171803765404144
2023-12-05,-0.14771487442639572
2023-12-06,-0.11579461846218585
2023-12-07,-0.07763113154618263
2023-12-08,-0.09429222997890997
2023-12-11,-0.11744720993677002
2023-12-12,-0.1341127324744335
2023-12-13,-0.07741200455892229
2023-12-14,-0.14179229701089066
2023-12-15,-0.16004340514260645
2023-12-18,-0.14283211277367402
2023-12-19,-0.18331009735331175
2023-12-20,-0.16935504476686108
2023-12-21,-0.15442247872250825
2023-12-22,-0.16188125828316513
2023-12-26,-0.14479684462882259
2023-12-27,-0.14277949832293657
2023-12-28,-0.13578822743509647
2023-12-29,-0.1352852672094562
2024-01-02,-0.16714618013658955
2024-01-03,-0.23751076248125647
2024-01-04,-0.2659604024948767
2024-01-05,-0.26731886664813725
2024-01-08,-0.27775799834703185
2024-01-09,-0.23366423789128452
2024-01-10,-0.23211323604455547
2024-01-11,-0.22897580366576
2024-01-12,-0.2140112693659208
2024-01-16,-0.20421638966928804
2024-01-17,-0.18273657727744058
2024-01-18,-0.2095889309193549
2024-01-19,-0.2553190653634479
2024-01-22,-0.22467962949798298
2024-01-23,-0.23792562352666094
2024-01-24,-0.24180074899618162
2024-01-25,-0.23762367585743283
2024-01-26,-0.24432833392084657
2024-01-29,-0.1876357075813807
2024-01-30,-0.18162325146063746
2024-01-31,-0.19473329768302547
2024-02-01,-0.21419140914924736
2024-02-02,-0.20416309417349232
2024-02-05,-0.10421404979480953
2024-02-06,-0.08748781588702402
2024-02-07,-0.1255277515637965
2024-02-08,-0.109816946754642
2024-02-09,-0.09357698681687122
2024-02-12,-0.07721481385721146
2024-02-13,-0.07004231315120056
2024-02-14,-0.027681890349837486
2024-02-15,-0.020749663770465575
2024-02-16,-0.058539009323914606
2024-02-20,-0.053443894628583066
2024-02-21,-0.14367134752065827
2024-02-22,-0.19788370496481103
2024-02-23,-0.15797729772764985
2024-02-26,-0.16429998771270324
2024-02-27,-0.21998656817506085
2024-02-28,-0.24073751534422794
2024-02-29,-0.23652298392861573
2024-03-01,-0.23381019971817799
2024-03-04,-0.22555154743265332
2024-03-05,-0.26389087703433295
2024-03-06,-0.1622718849466467
2024-03-07,-0.13633783147631715
2024-03-08,-0.1422418164097298
2024-03-11,-0.16845645548879992
2024-03-12,-0.20998488759034578
2024-03-13,-0.1423808830736111
2024-03-14,-0.0984340260288419
2024-03-15,-0.10131776209589503
2024-03-18,-0.13139658763364595
2024-03-19,-0.10215549437961571
2024-03-20,-0.10061249031183306
2024-03-21,-0.11148280540958597
2024-03-22,-0.11833638952845087
2024-03-25,-0.12244901897972889
2024-03-26,-0.11864922303955372
2024-03-27,-0.12113524260474223
2024-03-28,-0.18173894360126483
2024-04-01,-0.16852779260885994
2024-04-02,-0.13720326952023695
2024-04-03,-0.11479955204496213
2024-04-04,-0.0993909499021749
2024-04-05,-0.07668875890788449
2024-04-08,-0.06742254512995159
2024-04-09,-0.10399432648962467
2024-04-10,-0.11644927462533239
2024-04-11,-0.06249207950950492
2024-04-12,-0.024763251317077833
2024-04-15,-0.03418424022771455
2024-04-16,-0.02551356762232132
2024-04-17,-0.04757974691870659
2024-04-18,-0.017513026599017364
2024-04-19,0.01593257271532319
2024-04-22,-0.05784946241068771
2024-04-23,0.003656364007268326
2024-04-24,-0.017032921156109833
2024-04-25,-0.043348028981782624
2024-04-26,-0.054324428474895194
2024-04-29,-0.0662668902400812
2024-04-30,-0.03340528135336756
